Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-12-31,Afghanistan,Afghani,Afghanistan-Afghani,103.4,2021-12-31,1,2022,1,2021,4,12,31
2021-12-31,Afghanistan,Afghani,Afghanistan-Afghani,91.39,2022-02-15,2,2022,1,2021,4,12,31
2021-12-31,Albania,Lek,Albania-Lek,105.95,2021-12-31,3,2022,1,2021,4,12,31
2021-12-31,Algeria,Dinar,Algeria-Dinar,138.284,2021-12-31,4,2022,1,2021,4,12,31
2021-12-31,Angola,Kwanza,Angola-Kwanza,562.44,2021-12-31,5,2022,1,2021,4,12,31
2021-12-31,Angola,Kwanza,Angola-Kwanza,491.07,2022-02-28,6,2022,1,2021,4,12,31
2021-12-31,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2021-12-31,7,2022,1,2021,4,12,31
2021-12-31,Argentina,Peso,Argentina-Peso,107.75,2021-12-31,8,2022,1,2021,4,12,31
2021-12-31,Armenia,Dram,Armenia-Dram,485.0,2021-12-31,9,2022,1,2021,4,12,31
2021-12-31,Australia,Dollar,Australia-Dollar,1.375,2021-12-31,10,2022,1,2021,4,12,31
2021-12-31,Austria,Euro,Austria-Euro,0.882,2021-12-31,11,2022,1,2021,4,12,31
2021-12-31,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2021-12-31,12,2022,1,2021,4,12,31
2021-12-31,Bahamas,Dollar,Bahamas-Dollar,1.0,2021-12-31,13,2022,1,2021,4,12,31
2021-12-31,Bahrain,Dinar,Bahrain-Dinar,0.377,2021-12-31,14,2022,1,2021,4,12,31
2021-12-31,Bangladesh,Taka,Bangladesh-Taka,86.0,2021-12-31,15,2022,1,2021,4,12,31
2021-12-31,Barbados,Dollar,Barbados-Dollar,2.02,2021-12-31,16,2022,1,2021,4,12,31
2021-12-31,Belarus,New Ruble,Belarus-New Ruble,2.544,2021-12-31,17,2022,1,2021,4,12,31
2021-12-31,Belarus,New Ruble,Belarus-New Ruble,3.05,2022-02-28,18,2022,1,2021,4,12,31
2021-12-31,Belgium,Euro,Belgium-Euro,0.882,2021-12-31,19,2022,1,2021,4,12,31
2021-12-31,Belize,Dollar,Belize-Dollar,2.0,2021-12-31,20,2022,1,2021,4,12,31
2021-12-31,Benin,CFA Franc,Benin-CFA Franc,581.84,2021-12-31,21,2022,1,2021,4,12,31
2021-12-31,Bermuda,Dollar,Bermuda-Dollar,1.0,2021-12-31,22,2022,1,2021,4,12,31
2021-12-31,Bolivia,Boliviano,Bolivia-Boliviano,6.82,2021-12-31,23,2022,1,2021,4,12,31
2021-12-31,Bosnia,Marka,Bosnia-Marka,1.724,2021-12-31,24,2022,1,2021,4,12,31
2021-12-31,Botswana,Pula,Botswana-Pula,11.71,2021-12-31,25,2022,1,2021,4,12,31
2021-12-31,Brazil,Real,Brazil-Real,5.668,2021-12-31,26,2022,1,2021,4,12,31
2021-12-31,Brunei,Dollar,Brunei-Dollar,1.352,2021-12-31,27,2022,1,2021,4,12,31
2021-12-31,Bulgaria,Lev New,Bulgaria-Lev New,1.724,2021-12-31,28,2022,1,2021,4,12,31
2021-12-31,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,581.84,2021-12-31,29,2022,1,2021,4,12,31
2021-12-31,Burma,Kyat,Burma-Kyat,1769.5,2021-12-31,30,2022,1,2021,4,12,31
2021-12-31,Burundi,Franc,Burundi-Franc,1989.1,2021-12-31,31,2022,1,2021,4,12,31
2021-12-31,Cambodia,Riel,Cambodia-Riel,4051.0,2021-12-31,32,2022,1,2021,4,12,31
2021-12-31,Cameroon,CFA Franc,Cameroon-CFA Franc,578.24,2021-12-31,33,2022,1,2021,4,12,31
2021-12-31,Canada,Dollar,Canada-Dollar,1.277,2021-12-31,34,2022,1,2021,4,12,31
2021-12-31,Cape Verde,Escudo,Cape Verde-Escudo,97.22,2021-12-31,35,2022,1,2021,4,12,31
2021-12-31,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2021-12-31,36,2022,1,2021,4,12,31
2021-12-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,578.24,2021-12-31,37,2022,1,2021,4,12,31
2021-12-31,Chad,CFA Franc,Chad-CFA Franc,578.24,2021-12-31,38,2022,1,2021,4,12,31
2021-12-31,Chile,Peso,Chile-Peso,842.5,2021-12-31,39,2022,1,2021,4,12,31
2021-12-31,China,Renminbi,China-Renminbi,6.373,2021-12-31,40,2022,1,2021,4,12,31
2021-12-31,Colombia,Peso,Colombia-Peso,4030.43,2021-12-31,41,2022,1,2021,4,12,31
2021-12-31,Comoros,Franc,Comoros-Franc,434.73,2021-12-31,42,2022,1,2021,4,12,31
2021-12-31,Congo,CFA Franc,Congo-CFA Franc,578.24,2021-12-31,43,2022,1,2021,4,12,31
2021-12-31,Costa Rica,Colon,Costa Rica-Colon,638.27,2021-12-31,44,2022,1,2021,4,12,31
2021-12-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,581.84,2021-12-31,45,2022,1,2021,4,12,31
2021-12-31,Croatia,KUNA,Croatia-KUNA,6.45,2021-12-31,46,2022,1,2021,4,12,31
2021-12-31,Cross Border,Euro,Cross Border-Euro,0.882,2021-12-31,47,2022,1,2021,4,12,31
2021-12-31,Cuba,Chavito,Cuba-Chavito,1.0,2021-12-31,48,2022,1,2021,4,12,31
2021-12-31,Cuba,Peso,Cuba-Peso,24.0,2021-12-31,49,2022,1,2021,4,12,31
2021-12-31,Cyprus,Euro,Cyprus-Euro,0.882,2021-12-31,50,2022,1,2021,4,12,31
2021-12-31,Czech. Republic,Koruna,Czech. Republic-Koruna,21.417,2021-12-31,51,2022,1,2021,4,12,31
2021-12-31,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1987.8,2021-12-31,52,2022,1,2021,4,12,31
2021-12-31,Denmark,Krone,Denmark-Krone,6.556,2021-12-31,53,2022,1,2021,4,12,31
2021-12-31,Djibouti,Franc,Djibouti-Franc,177.0,2021-12-31,54,2022,1,2021,4,12,31
2021-12-31,Dominican Republic,Peso,Dominican Republic-Peso,56.79,2021-12-31,55,2022,1,2021,4,12,31
2021-12-31,Ecuador,Dolares,Ecuador-Dolares,1.0,2021-12-31,56,2022,1,2021,4,12,31
2021-12-31,Egypt,Pound,Egypt-Pound,15.68,2021-12-31,57,2022,1,2021,4,12,31
2021-12-31,El Salvador,Dollar,El Salvador-Dollar,1.0,2021-12-31,58,2022,1,2021,4,12,31
2021-12-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,578.24,2021-12-31,59,2022,1,2021,4,12,31
2021-12-31,Eritrea,Nakfa,Eritrea-Nakfa,15.0,2021-12-31,60,2022,1,2021,4,12,31
2021-12-31,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15.0,2021-12-31,61,2022,1,2021,4,12,31
2021-12-31,Estonia,Euro,Estonia-Euro,0.882,2021-12-31,62,2022,1,2021,4,12,31
2021-12-31,Ethiopia,Birr,Ethiopia-Birr,49.132,2021-12-31,63,2022,1,2021,4,12,31
2021-12-31,Euro Zone,Euro,Euro Zone-Euro,0.882,2021-12-31,64,2022,1,2021,4,12,31
2021-12-31,Fiji,Dollar,Fiji-Dollar,2.103,2021-12-31,65,2022,1,2021,4,12,31
2021-12-31,Finland,Euro,Finland-Euro,0.882,2021-12-31,66,2022,1,2021,4,12,31
2021-12-31,France,Euro,France-Euro,0.882,2021-12-31,67,2022,1,2021,4,12,31
2021-12-31,Gabon,CFA Franc,Gabon-CFA Franc,578.24,2021-12-31,68,2022,1,2021,4,12,31
2021-12-31,Gambia,Dalasi,Gambia-Dalasi,52.0,2021-12-31,69,2022,1,2021,4,12,31
2021-12-31,Georgia,Lari,Georgia-Lari,3.075,2021-12-31,70,2022,1,2021,4,12,31
2021-12-31,Germany,Euro,Germany-Euro,0.882,2021-12-31,71,2022,1,2021,4,12,31
2021-12-31,Ghana,Cedi,Ghana-Cedi,6.05,2021-12-31,72,2022,1,2021,4,12,31
2021-12-31,Greece,Euro,Greece-Euro,0.882,2021-12-31,73,2022,1,2021,4,12,31
2021-12-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2021-12-31,74,2022,1,2021,4,12,31
2021-12-31,Guatemala,Quetzal,Guatemala-Quetzal,7.7,2021-12-31,75,2022,1,2021,4,12,31
2021-12-31,Guinea,Franc,Guinea-Franc,9234.2,2021-12-31,77,2022,1,2021,4,12,31
2021-12-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,581.84,2021-12-31,76,2022,1,2021,4,12,31
2021-12-31,Guyana,Dollar,Guyana-Dollar,215.0,2021-12-31,78,2022,1,2021,4,12,31
2021-12-31,Haiti,Gourde,Haiti-Gourde,99.771,2021-12-31,79,2022,1,2021,4,12,31
2021-12-31,Honduras,Lempira,Honduras-Lempira,24.254,2021-12-31,80,2022,1,2021,4,12,31
2021-12-31,Hong Kong,Dollar,Hong Kong-Dollar,7.799,2021-12-31,81,2022,1,2021,4,12,31
2021-12-31,Hungary,Forint,Hungary-Forint,326.32,2021-12-31,82,2022,1,2021,4,12,31
2021-12-31,Iceland,Krona,Iceland-Krona,129.98,2021-12-31,83,2022,1,2021,4,12,31
2021-12-31,India,Rupee,India-Rupee,74.343,2021-12-31,84,2022,1,2021,4,12,31
2021-12-31,Indonesia,Rupiah,Indonesia-Rupiah,14195.28,2021-12-31,85,2022,1,2021,4,12,31
2021-12-31,Iran,Rial,Iran-Rial,42000.0,2021-12-31,86,2022,1,2021,4,12,31
2021-12-31,Iraq,Dinar,Iraq-Dinar,1458.54,2021-12-31,87,2022,1,2021,4,12,31
2021-12-31,Ireland,Euro,Ireland-Euro,0.882,2021-12-31,88,2022,1,2021,4,12,31
2021-12-31,Israel,Shekel,Israel-Shekel,3.099,2021-12-31,89,2022,1,2021,4,12,31
2021-12-31,Italy,Euro,Italy-Euro,0.882,2021-12-31,90,2022,1,2021,4,12,31
2021-12-31,Jamaica,Dollar,Jamaica-Dollar,155.0,2021-12-31,91,2022,1,2021,4,12,31
2021-12-31,Japan,Yen,Japan-Yen,115.04,2021-12-31,92,2022,1,2021,4,12,31
2021-12-31,Jordan,Dinar,Jordan-Dinar,0.708,2021-12-31,93,2022,1,2021,4,12,31
2021-12-31,Kazakhstan,Tenge,Kazakhstan-Tenge,488.09,2022-02-28,95,2022,1,2021,4,12,31
2021-12-31,Kazakhstan,Tenge,Kazakhstan-Tenge,436.88,2021-12-31,94,2022,1,2021,4,12,31
2021-12-31,Kenya,Shilling,Kenya-Shilling,113.05,2021-12-31,96,2022,1,2021,4,12,31
2021-12-31,Korea,Won,Korea-Won,1188.92,2021-12-31,97,2022,1,2021,4,12,31
2021-12-31,Kosovo,Euro,Kosovo-Euro,0.882,2021-12-31,98,2022,1,2021,4,12,31
2021-12-31,Kuwait,Dinar,Kuwait-Dinar,0.302,2021-12-31,99,2022,1,2021,4,12,31
2021-12-31,Kyrgyzstan,Som,Kyrgyzstan-Som,84.791,2021-12-31,100,2022,1,2021,4,12,31
2021-12-31,Laos,Kip,Laos-Kip,11148.8,2021-12-31,101,2022,1,2021,4,12,31
2021-12-31,Latvia,Euro,Latvia-Euro,0.882,2021-12-31,102,2022,1,2021,4,12,31
2021-12-31,Lebanon,Pound,Lebanon-Pound,1500.0,2021-12-31,103,2022,1,2021,4,12,31
2021-12-31,Lesotho,Maloti,Lesotho-Maloti,15.882,2021-12-31,104,2022,1,2021,4,12,31
2021-12-31,Liberia,Dollar,Liberia-Dollar,143.7,2021-12-31,105,2022,1,2021,4,12,31
2021-12-31,Libya,Dinar,Libya-Dinar,4.587,2021-12-31,106,2022,1,2021,4,12,31
2021-12-31,Lithuania,Euro,Lithuania-Euro,0.882,2021-12-31,107,2022,1,2021,4,12,31
2021-12-31,Luxembourg,Euro,Luxembourg-Euro,0.882,2021-12-31,108,2022,1,2021,4,12,31
2021-12-31,Madagascar,Ariary,Madagascar-Ariary,3902.0,2021-12-31,109,2022,1,2021,4,12,31
2021-12-31,Malawi,Kwacha,Malawi-Kwacha,920.0,2021-12-31,110,2022,1,2021,4,12,31
2021-12-31,Malaysia,Ringgit,Malaysia-Ringgit,4.175,2021-12-31,111,2022,1,2021,4,12,31
2021-12-31,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,2021-12-31,112,2022,1,2021,4,12,31
2021-12-31,Mali,CFA Franc,Mali-CFA Franc,581.84,2021-12-31,113,2022,1,2021,4,12,31
2021-12-31,Malta,Euro,Malta-Euro,0.882,2021-12-31,114,2022,1,2021,4,12,31
2021-12-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,2021-12-31,115,2022,1,2021,4,12,31
2021-12-31,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,2021-12-31,116,2022,1,2021,4,12,31
2021-12-31,Mauritius,Rupee,Mauritius-Rupee,43.75,2021-12-31,117,2022,1,2021,4,12,31
2021-12-31,Mexico,Peso,Mexico-Peso,20.531,2021-12-31,118,2022,1,2021,4,12,31
2021-12-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,2021-12-31,119,2022,1,2021,4,12,31
2021-12-31,Moldova,LEU,Moldova-LEU,17.637,2021-12-31,120,2022,1,2021,4,12,31
2021-12-31,Mongolia,Tugrik,Mongolia-Tugrik,2848.63,2021-12-31,121,2022,1,2021,4,12,31
2021-12-31,Montenegro,Euro,Montenegro-Euro,0.882,2021-12-31,122,2022,1,2021,4,12,31
2021-12-31,Morocco,Dirham,Morocco-Dirham,9.271,2021-12-31,123,2022,1,2021,4,12,31
2021-12-31,Mozambique,Metical,Mozambique-Metical,63.2,2021-12-31,124,2022,1,2021,4,12,31
2021-12-31,Nambia,Dollar,Nambia-Dollar,15.882,2021-12-31,125,2022,1,2021,4,12,31
2021-12-31,Nepal,Rupee,Nepal-Rupee,119.35,2021-12-31,126,2022,1,2021,4,12,31
2021-12-31,Netherland,Euro,Netherland-Euro,0.882,2021-12-31,127,2022,1,2021,4,12,31
2021-12-31,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2021-12-31,128,2022,1,2021,4,12,31
2021-12-31,New Zealand,Dollar,New Zealand-Dollar,1.46,2021-12-31,129,2022,1,2021,4,12,31
2021-12-31,Nicaragua,Cordoba,Nicaragua-Cordoba,35.5,2021-12-31,130,2022,1,2021,4,12,31
2021-12-31,Niger,CFA Franc,Niger-CFA Franc,581.84,2021-12-31,131,2022,1,2021,4,12,31
2021-12-31,Nigeria,Naira,Nigeria-Naira,405.0,2021-12-31,132,2022,1,2021,4,12,31
2021-12-31,Norway,Krone,Norway-Krone,8.778,2021-12-31,133,2022,1,2021,4,12,31
2021-12-31,Oman,Rial,Oman-Rial,0.385,2021-12-31,134,2022,1,2021,4,12,31
2021-12-31,Pakistan,Rupee,Pakistan-Rupee,177.97,2021-12-31,135,2022,1,2021,4,12,31
2021-12-31,Panama,Balboa,Panama-Balboa,1.0,2021-12-31,136,2022,1,2021,4,12,31
2021-12-31,Panama,Dolares,Panama-Dolares,1.0,2021-12-31,137,2022,1,2021,4,12,31
2021-12-31,Papua New Guinea,Kina,Papua New Guinea-Kina,3.509,2021-12-31,138,2022,1,2021,4,12,31
2021-12-31,Paraguay,Guarani,Paraguay-Guarani,6854.0,2021-12-31,139,2022,1,2021,4,12,31
2021-12-31,Peru,Sol,Peru-Sol,3.969,2021-12-31,140,2022,1,2021,4,12,31
2021-12-31,Philippines,Peso,Philippines-Peso,51.03,2021-12-31,141,2022,1,2021,4,12,31
2021-12-31,Poland,Zloty,Poland-Zloty,4.053,2021-12-31,142,2022,1,2021,4,12,31
2021-12-31,Portugal,Euro,Portugal-Euro,0.882,2021-12-31,143,2022,1,2021,4,12,31
2021-12-31,Qatar,Riyal,Qatar-Riyal,3.64,2021-12-31,144,2022,1,2021,4,12,31
2021-12-31,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,54.23,2021-12-31,145,2022,1,2021,4,12,31
2021-12-31,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,2021-12-31,146,2022,1,2021,4,12,31
2021-12-31,Romania,New Leu,Romania-New Leu,4.361,2021-12-31,147,2022,1,2021,4,12,31
2021-12-31,Russia,Ruble,Russia-Ruble,74.999,2021-12-31,148,2022,1,2021,4,12,31
2021-12-31,Russia,Ruble,Russia-Ruble,94.562,2022-02-28,149,2022,1,2021,4,12,31
2021-12-31,Rwanda,Franc,Rwanda-Franc,1000.0,2021-12-31,150,2022,1,2021,4,12,31
2021-12-31,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,21.623,2021-12-31,151,2022,1,2021,4,12,31
2021-12-31,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2021-12-31,152,2022,1,2021,4,12,31
2021-12-31,Senegal,CFA Franc,Senegal-CFA Franc,581.84,2021-12-31,153,2022,1,2021,4,12,31
2021-12-31,Serbia,Dinar,Serbia-Dinar,103.58,2021-12-31,154,2022,1,2021,4,12,31
2021-12-31,Seychelles,Rupee,Seychelles-Rupee,13.33,2021-12-31,155,2022,1,2021,4,12,31
2021-12-31,Sierra Leone,Leone,Sierra Leone-Leone,11221.7,2021-12-31,156,2022,1,2021,4,12,31
2021-12-31,Singapore,Dollar,Singapore-Dollar,1.352,2021-12-31,157,2022,1,2021,4,12,31
2021-12-31,Slovakia,Euro,Slovakia-Euro,0.882,2021-12-31,158,2022,1,2021,4,12,31
2021-12-31,Slovenia,Euro,Slovenia-Euro,0.882,2021-12-31,159,2022,1,2021,4,12,31
2021-12-31,Solomon Islands,Dollar,Solomon Islands-Dollar,7.886,2021-12-31,160,2022,1,2021,4,12,31
2021-12-31,Somali,Shilling,Somali-Shilling,575.0,2021-12-31,161,2022,1,2021,4,12,31
2021-12-31,South,Sudanese-Pound,South-Sudanese-Pound,421.0,2021-12-31,163,2022,1,2021,4,12,31
2021-12-31,South Africa,Rand,South Africa-Rand,15.882,2021-12-31,162,2022,1,2021,4,12,31
2021-12-31,Spain,Euro,Spain-Euro,0.882,2021-12-31,164,2022,1,2021,4,12,31
2021-12-31,Sri Lanka,Rupee,Sri Lanka-Rupee,202.75,2021-12-31,165,2022,1,2021,4,12,31
2021-12-31,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2021-12-31,166,2022,1,2021,4,12,31
2021-12-31,Sudan,Pound,Sudan-Pound,449.0,2021-12-31,167,2022,1,2021,4,12,31
2021-12-31,Suriname,Dollar,Suriname-Dollar,19.531,2021-12-31,168,2022,1,2021,4,12,31
2021-12-31,Swaziland,Langeni,Swaziland-Langeni,15.882,2021-12-31,169,2022,1,2021,4,12,31
2021-12-31,Sweden,Krona,Sweden-Krona,9.025,2021-12-31,170,2022,1,2021,4,12,31
2021-12-31,Switzerland,Franc,Switzerland-Franc,0.914,2021-12-31,171,2022,1,2021,4,12,31
2021-12-31,Syria,Pound,Syria-Pound,2511.0,2021-12-31,172,2022,1,2021,4,12,31
2021-12-31,Taiwan,Dollar,Taiwan-Dollar,27.707,2021-12-31,173,2022,1,2021,4,12,31
2021-12-31,Tajikistan,Somoni,Tajikistan-Somoni,11.28,2021-12-31,174,2022,1,2021,4,12,31
2021-12-31,Tanzania,Shilling,Tanzania-Shilling,2302.0,2021-12-31,175,2022,1,2021,4,12,31
2021-12-31,Thailand,Baht,Thailand-Baht,33.4,2021-12-31,176,2022,1,2021,4,12,31
2021-12-31,Timor,Leste-Dili,Timor-Leste-Dili,1.0,2021-12-31,177,2022,1,2021,4,12,31
2021-12-31,Togo,CFA Franc,Togo-CFA Franc,581.84,2021-12-31,178,2022,1,2021,4,12,31
2021-12-31,Tonga,Pa'anga,Tonga-Pa'anga,2.229,2021-12-31,179,2022,1,2021,4,12,31
2021-12-31,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.759,2021-12-31,180,2022,1,2021,4,12,31
2021-12-31,Tunisia,Dinar,Tunisia-Dinar,2.876,2021-12-31,181,2022,1,2021,4,12,31
2021-12-31,Turkey,New Lira,Turkey-New Lira,12.956,2021-12-31,182,2022,1,2021,4,12,31
2021-12-31,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2021-12-31,183,2022,1,2021,4,12,31
2021-12-31,Uganda,Shilling,Uganda-Shilling,3537.0,2021-12-31,184,2022,1,2021,4,12,31
2021-12-31,Ukraine,Hryvnia,Ukraine-Hryvnia,27.322,2021-12-31,185,2022,1,2021,4,12,31
2021-12-31,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2021-12-31,186,2022,1,2021,4,12,31
2021-12-31,United Kingdom,Pound,United Kingdom-Pound,0.74,2021-12-31,187,2022,1,2021,4,12,31
2021-12-31,Uruguay,Peso,Uruguay-Peso,44.45,2021-12-31,188,2022,1,2021,4,12,31
2021-12-31,Uzbekistan,Som,Uzbekistan-Som,10805.7,2021-12-31,189,2022,1,2021,4,12,31
2021-12-31,Vanuatu,Vatu,Vanuatu-Vatu,111.22,2021-12-31,190,2022,1,2021,4,12,31
2021-12-31,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,4.578,2021-12-31,191,2022,1,2021,4,12,31
2021-12-31,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,4.624,2022-01-14,192,2022,1,2021,4,12,31
2021-12-31,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832.0,2021-12-31,193,2022,1,2021,4,12,31
2021-12-31,Vietnam,Dong,Vietnam-Dong,22765.0,2021-12-31,194,2022,1,2021,4,12,31
2021-12-31,Western Samoa,Tala,Western Samoa-Tala,2.565,2021-12-31,195,2022,1,2021,4,12,31
2021-12-31,Yemen,Rial,Yemen-Rial,580.0,2021-12-31,196,2022,1,2021,4,12,31
2021-12-31,Zambia,New Kwacha,Zambia-New Kwacha,16.632,2021-12-31,197,2022,1,2021,4,12,31
2021-12-31,Zimbabwe,RTGS,Zimbabwe-RTGS,105.949,2021-12-31,198,2022,1,2021,4,12,31
2021-12-31,Zimbabwe,RTGS,Zimbabwe-RTGS,120.918,2022-02-28,199,2022,1,2021,4,12,31
2021-09-30,Afghanistan,Afghani,Afghanistan-Afghani,87.88,2021-09-30,1,2021,4,2021,3,09,30
2021-09-30,Afghanistan,Afghani,Afghanistan-Afghani,124.15,2021-12-15,2,2021,4,2021,3,09,30
2021-09-30,Albania,Lek,Albania-Lek,104.8,2021-09-30,3,2021,4,2021,3,09,30
2021-09-30,Algeria,Dinar,Algeria-Dinar,136.61,2021-09-30,4,2021,4,2021,3,09,30
2021-09-30,Angola,Kwanza,Angola-Kwanza,598.65,2021-09-30,5,2021,4,2021,3,09,30
2021-09-30,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2021-09-30,6,2021,4,2021,3,09,30
2021-09-30,Argentina,Peso,Argentina-Peso,103.75,2021-09-30,7,2021,4,2021,3,09,30
2021-09-30,Armenia,Dram,Armenia-Dram,490.0,2021-09-30,8,2021,4,2021,3,09,30
2021-09-30,Australia,Dollar,Australia-Dollar,1.391,2021-09-30,9,2021,4,2021,3,09,30
2021-09-30,Austria,Euro,Austria-Euro,0.864,2021-09-30,10,2021,4,2021,3,09,30
2021-09-30,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2021-09-30,11,2021,4,2021,3,09,30
2021-09-30,Bahamas,Dollar,Bahamas-Dollar,1.0,2021-09-30,12,2021,4,2021,3,09,30
2021-09-30,Bahrain,Dinar,Bahrain-Dinar,0.377,2021-09-30,13,2021,4,2021,3,09,30
2021-09-30,Bangladesh,Taka,Bangladesh-Taka,85.0,2021-09-30,14,2021,4,2021,3,09,30
2021-09-30,Barbados,Dollar,Barbados-Dollar,2.02,2021-09-30,15,2021,4,2021,3,09,30
2021-09-30,Belarus,New Ruble,Belarus-New Ruble,2.508,2021-09-30,16,2021,4,2021,3,09,30
2021-09-30,Belgium,Euro,Belgium-Euro,0.864,2021-09-30,17,2021,4,2021,3,09,30
2021-09-30,Belize,Dollar,Belize-Dollar,2.0,2021-09-30,18,2021,4,2021,3,09,30
2021-09-30,Benin,CFA Franc,Benin-CFA Franc,569.49,2021-09-30,19,2021,4,2021,3,09,30
2021-09-30,Bermuda,Dollar,Bermuda-Dollar,1.0,2021-09-30,20,2021,4,2021,3,09,30
2021-09-30,Bolivia,Boliviano,Bolivia-Boliviano,6.83,2021-09-30,21,2021,4,2021,3,09,30
2021-09-30,Bosnia,Marka,Bosnia-Marka,1.69,2021-09-30,22,2021,4,2021,3,09,30
2021-09-30,Botswana,Pula,Botswana-Pula,11.312,2021-09-30,23,2021,4,2021,3,09,30
2021-09-30,Brazil,Real,Brazil-Real,5.415,2021-09-30,24,2021,4,2021,3,09,30
2021-09-30,Brunei,Dollar,Brunei-Dollar,1.361,2021-09-30,25,2021,4,2021,3,09,30
2021-09-30,Bulgaria,Lev New,Bulgaria-Lev New,1.69,2021-09-30,26,2021,4,2021,3,09,30
2021-09-30,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,569.49,2021-09-30,27,2021,4,2021,3,09,30
2021-09-30,Burma,Kyat,Burma-Kyat,1748.0,2021-09-30,28,2021,4,2021,3,09,30
2021-09-30,Burma,Kyat,Burma-Kyat,1980.0,2021-10-15,29,2021,4,2021,3,09,30
2021-09-30,Burundi,Franc,Burundi-Franc,1974.85,2021-09-30,30,2021,4,2021,3,09,30
2021-09-30,Cambodia,Riel,Cambodia-Riel,4051.0,2021-09-30,31,2021,4,2021,3,09,30
2021-09-30,Cameroon,CFA Franc,Cameroon-CFA Franc,566.7,2021-09-30,32,2021,4,2021,3,09,30
2021-09-30,Canada,Dollar,Canada-Dollar,1.274,2021-09-30,33,2021,4,2021,3,09,30
2021-09-30,Cape Verde,Escudo,Cape Verde-Escudo,95.24,2021-09-30,34,2021,4,2021,3,09,30
2021-09-30,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2021-09-30,35,2021,4,2021,3,09,30
2021-09-30,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,566.7,2021-09-30,36,2021,4,2021,3,09,30
2021-09-30,Chad,CFA Franc,Chad-CFA Franc,566.7,2021-09-30,37,2021,4,2021,3,09,30
2021-09-30,Chile,Peso,Chile-Peso,812.0,2021-09-30,38,2021,4,2021,3,09,30
2021-09-30,China,Renminbi,China-Renminbi,6.463,2021-09-30,39,2021,4,2021,3,09,30
2021-09-30,Colombia,Peso,Colombia-Peso,3833.53,2021-09-30,40,2021,4,2021,3,09,30
2021-09-30,Comoros,Franc,Comoros-Franc,424.0,2021-09-30,41,2021,4,2021,3,09,30
2021-09-30,Congo,CFA Franc,Congo-CFA Franc,566.7,2021-09-30,42,2021,4,2021,3,09,30
2021-09-30,Costa Rica,Colon,Costa Rica-Colon,623.68,2021-09-30,43,2021,4,2021,3,09,30
2021-09-30,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,569.49,2021-09-30,44,2021,4,2021,3,09,30
2021-09-30,Croatia,KUNA,Croatia-KUNA,6.25,2021-09-30,45,2021,4,2021,3,09,30
2021-09-30,Cross Border,Euro,Cross Border-Euro,0.864,2021-09-30,46,2021,4,2021,3,09,30
2021-09-30,Cuba,Chavito,Cuba-Chavito,1.0,2021-09-30,47,2021,4,2021,3,09,30
2021-09-30,Cuba,Peso,Cuba-Peso,24.0,2021-09-30,48,2021,4,2021,3,09,30
2021-09-30,Cyprus,Euro,Cyprus-Euro,0.864,2021-09-30,49,2021,4,2021,3,09,30
